date,time,account,direction,amount,category,group,merchant,desc
2026-03-29,,UOB บัตรเครดิต,out,38.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-03-29,,UOB บัตรเครดิต,out,145.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-03-29,,UOB บัตรเครดิต,out,200.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-03-29,,UOB บัตรเครดิต,out,303.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-03-30,,UOB บัตรเครดิต,out,116.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-03-30,,UOB บัตรเครดิต,out,160.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-03-30,,UOB บัตรเครดิต,out,167.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-03-30,,UOB บัตรเครดิต,out,3103.0,โรงพยาบาล/สุขภาพ,essential,รพ.กรุงเทพคริสเตียน,BANGKOK CHRISTIAN HOS. BANGKOK
2026-03-31,,UOB บัตรเครดิต,out,89.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-01,,UOB บัตรเครดิต,out,108.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-01,,UOB บัตรเครดิต,out,114.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-01,,UOB บัตรเครดิต,out,513.0,อาหาร/ร้านอาหาร,discretionary,Yayoi,YAYOI(Y217)-I'M CHINAT BANGKOK
2026-04-01,13:43,KBank ออมทรัพย์,in,2800.0,รายรับ (เงินเข้า),income,รับโอน K PLUS ปรารถนา,รับโอน K PLUS ปรารถนา
2026-04-01,13:45,KBank ออมทรัพย์,out,1500.0,โอนเงิน/บุคคล,transfer,KTB ปรานอมพ์ งาม,โอน KTB ปรานอมพ์ งาม
2026-04-01,16:41,KBank ออมทรัพย์,out,200.0,โอนเงิน/บุคคล,transfer,ธัญญากรณ์ ปราณ,โอน ธัญญากรณ์ ปราณ
2026-04-01,16:48,KBank ออมทรัพย์,out,69.0,อาหาร/ร้านอาหาร,discretionary,SWENSENS THAI,SWENSENS THAI
2026-04-01,16:50,KBank ออมทรัพย์,out,75.0,อาหาร/ร้านอาหาร,discretionary,บางกอกดาแฟท,SCB มณี SHOP บางกอกดาแฟท
2026-04-01,16:51,KBank ออมทรัพย์,out,65.0,อาหาร/ร้านอาหาร,discretionary,กระเพราโบราณ @เยาวราช,กระเพราโบราณ @เยาวราช
2026-04-01,18:07,KBank ออมทรัพย์,out,500.0,โอนเงิน/บุคคล,transfer,KTB พิศณุ เทศทอง,โอน KTB พิศณุ เทศทอง
2026-04-01,19:11,KBank ออมทรัพย์,out,537.0,ช้อปออนไลน์,discretionary,Shopee,Payment to Shopee
2026-04-02,,UOB บัตรเครดิต,out,120.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-02,,UOB บัตรเครดิต,out,127.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-02,,UOB บัตรเครดิต,out,362.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-02,07:22,KBank ออมทรัพย์,out,12.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-02,15:28,KBank ออมทรัพย์,out,45.0,อาหาร/ร้านอาหาร,discretionary,แทนแก้วหน้าธร,แทนแก้วหน้าธร
2026-04-02,16:09,KBank ออมทรัพย์,out,300.0,โอนเงิน/บุคคล,transfer,ปรารถนา,พร้อมเพย์ ปรารถนา
2026-04-02,18:10,KBank ออมทรัพย์,out,420.0,อาหาร/ร้านอาหาร,discretionary,อร่อยแซ่ซัว,อร่อยแซ่ซัว
2026-04-03,,UOB บัตรเครดิต,out,118.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-03,,UOB บัตรเครดิต,out,134.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-03,,UOB บัตรเครดิต,out,153.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-03,07:32,KBank ออมทรัพย์,out,24.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-03,09:35,KBank ออมทรัพย์,out,200.0,โอนเงิน/บุคคล,transfer,ธัญญากรณ์ ปราณ,โอน ธัญญากรณ์ ปราณ
2026-04-03,15:18,KBank ออมทรัพย์,out,135.0,โอนเงิน/บุคคล,transfer,ธ.ออมสิน ทรัพย์สด,พร้อมเพย์ ธ.ออมสิน ทรัพย์สด
2026-04-03,15:32,KBank ออมทรัพย์,out,16.0,อาหาร/ร้านอาหาร,discretionary,SUPER TURTLE PUBLIC,SUPER TURTLE PUBLIC
2026-04-04,,UOB บัตรเครดิต,out,63.0,ร้านสะดวกซื้อ,essential,Mr.DIY,MR.D.I.Y.-BB01-SBKE BANGKOK
2026-04-04,,UOB บัตรเครดิต,out,64.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-04-04,,UOB บัตรเครดิต,out,94.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-04,,UOB บัตรเครดิต,out,194.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-04,,UOB บัตรเครดิต,out,825.0,อาหาร/ร้านอาหาร,discretionary,Sushiro,SUSHIRO GH (TH)-SEACON BANGKOK
2026-04-04,07:30,KBank ออมทรัพย์,out,12.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-04,10:05,KBank ออมทรัพย์,out,90.0,โอนเงิน/บุคคล,transfer,ปดิษา ปราณนฤม,โอน ปดิษา ปราณนฤม
2026-04-05,,UOB บัตรเครดิต,out,173.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-05,,UOB บัตรเครดิต,out,736.0,เสื้อผ้า/แฟชั่น,discretionary,Design Village,SF-DESIGN VILLAGE PHUT BANGKOK
2026-04-05,,UOB บัตรเครดิต,out,1280.0,น้ำมัน/ปั๊ม,essential,DAO AUURAI PETROLEUM BANGKOK,DAO AUURAI PETROLEUM BANGKOK
2026-04-05,,UOB บัตรเครดิต,out,1367.59,เสื้อผ้า/แฟชั่น,discretionary,Design Village,DESIGN VILLAGE PHUTTAMONTBANGKOK
2026-04-06,,UOB บัตรเครดิต,out,19.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-06,,UOB บัตรเครดิต,out,108.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-06,,UOB บัตรเครดิต,out,336.0,ค่าใช้จ่ายอื่น,transfer,HCB00181-BCIP BANGKOK,HCB00181-BCIP BANGKOK
2026-04-06,08:39,KBank ออมทรัพย์,in,3000.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-04-06,13:32,KBank ออมทรัพย์,in,4000.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-04-06,14:05,KBank ออมทรัพย์,out,4000.0,โอนเงิน/บุคคล,transfer,BBL MR. KING WAH M,โอน BBL MR. KING WAH M
2026-04-06,14:31,KBank ออมทรัพย์,out,100.0,การศึกษา/เด็ก,essential,ร.ร.อัสสัมชัญ,ASSUMPTION COLLEGE PRIMARY
2026-04-06,15:03,KBank ออมทรัพย์,out,40.0,โอนเงิน/บุคคล,transfer,มัลลวีร์ อนุธิ,พร้อมเพย์ มัลลวีร์ อนุธิ
2026-04-06,15:06,KBank ออมทรัพย์,out,60.0,โอนเงิน/บุคคล,transfer,ค่าแพง แสงสว่,โอน ค่าแพง แสงสว่
2026-04-06,15:13,KBank ออมทรัพย์,out,80.0,โอนเงิน/บุคคล,transfer,สมฤดิ์ จิน,พร้อมเพย์ สมฤดิ์ จิน
2026-04-06,15:17,KBank ออมทรัพย์,out,300.0,ถอนเงินสด,transfer,ถอนเงิน ATM,ATM ถอนเงินสด
2026-04-06,15:37,KBank ออมทรัพย์,out,110.0,โอนเงิน/บุคคล,transfer,ปดิษา ปราณนฤม,โอน ปดิษา ปราณนฤม
2026-04-07,,UOB บัตรเครดิต,out,20.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-07,,UOB บัตรเครดิต,out,35.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-07,,UOB บัตรเครดิต,out,55.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-07,,UOB บัตรเครดิต,out,60.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-07,,UOB บัตรเครดิต,out,125.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-07,07:36,KBank ออมทรัพย์,out,12.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-07,15:05,KBank ออมทรัพย์,out,65.0,โอนเงิน/บุคคล,transfer,อลิชา ทรัพย์สด,พร้อมเพย์ อลิชา ทรัพย์สด
2026-04-07,15:22,KBank ออมทรัพย์,out,460.0,อาหาร/ร้านอาหาร,discretionary,โอชาว่าราเมน,โอชาว่าราเมน
2026-04-08,,UOB บัตรเครดิต,out,24.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-08,,UOB บัตรเครดิต,out,46.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-08,,UOB บัตรเครดิต,out,56.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-08,,UOB บัตรเครดิต,out,78.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-08,07:27,KBank ออมทรัพย์,out,12.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-08,09:21,KBank ออมทรัพย์,out,200.0,โอนเงิน/บุคคล,transfer,อังคนา ปราณีพร,พร้อมเพย์ อังคนา ปราณีพร
2026-04-08,15:24,KBank ออมทรัพย์,out,70.0,โอนเงิน/บุคคล,transfer,อลิชา ทรัพย์สด,พร้อมเพย์ อลิชา ทรัพย์สด
2026-04-08,16:37,KBank ออมทรัพย์,out,420.0,อาหาร/ร้านอาหาร,discretionary,อร่อยแซ่ซัว,อร่อยแซ่ซัว
2026-04-09,,UOB บัตรเครดิต,out,25.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-09,,UOB บัตรเครดิต,out,49.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-09,,UOB บัตรเครดิต,out,136.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-09,,UOB บัตรเครดิต,out,147.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-09,,UOB บัตรเครดิต,out,330.0,ห้าง/ช้อปปิ้ง,discretionary,RUAYMAHASAN 888-ICS BANGKOK,RUAYMAHASAN 888-ICS BANGKOK
2026-04-09,,UOB บัตรเครดิต,out,379.0,ร้านสะดวกซื้อ,essential,Mr.DIY,MR.D.I.Y.-B077.ICSS BANGKOK
2026-04-09,,UOB บัตรเครดิต,out,403.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-09,19:20,KBank ออมทรัพย์,out,30.0,อาหาร/ร้านอาหาร,discretionary,บิ๊งซาม พ.ศ. 2515,บิ๊งซาม พ.ศ. 2515
2026-04-10,,UOB บัตรเครดิต,out,45.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-10,,UOB บัตรเครดิต,out,55.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-10,,UOB บัตรเครดิต,out,58.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-10,,UOB บัตรเครดิต,out,80.0,อาหาร/ร้านอาหาร,discretionary,Subway,SUBWAY-DON MUEANG AIRP BANGKOK
2026-04-10,,UOB บัตรเครดิต,out,152.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-04-10,,UOB บัตรเครดิต,out,156.0,อาหาร/ร้านอาหาร,discretionary,DEAN & DELUCA DONMUENG BANGK,DEAN & DELUCA DONMUENG BANGKOK
2026-04-10,,UOB บัตรเครดิต,out,159.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-10,,UOB บัตรเครดิต,out,210.31,อาหาร/ร้านอาหาร,discretionary,JASONS DELI MBS 3 Singapore ,JASONS DELI MBS 3 Singapore SGD8.10
2026-04-10,,UOB บัตรเครดิต,out,231.07,อาหาร/ร้านอาหาร,discretionary,RASAPURA MASTERS @ MBS Singa,RASAPURA MASTERS @ MBS Singapore SGD8.90
2026-04-10,,UOB บัตรเครดิต,out,156.4,เดินทาง/ขนส่ง,essential,BTS/รถไฟฟ้า,BUS/MRT 834343926 SINGAPORE SGD6.00
2026-04-11,,UOB บัตรเครดิต,out,52.07,อาหาร/ร้านอาหาร,discretionary,McDonald's,MCDONALD'S (ZOO) SINGAPORE SGD2.00
2026-04-11,,UOB บัตรเครดิต,out,91.12,อาหาร/ร้านอาหาร,discretionary,HAPPY ICE PTE LTD Singapore ,HAPPY ICE PTE LTD Singapore SGD3.50
2026-04-11,,UOB บัตรเครดิต,out,140.6,อาหาร/ร้านอาหาร,discretionary,SG F&B MANAGEMENT Singapore ,SG F&B MANAGEMENT Singapore SGD5.40
2026-04-11,,UOB บัตรเครดิต,out,153.62,อาหาร/ร้านอาหาร,discretionary,SZ FNB KIDSWORLD CAFE Singap,SZ FNB KIDSWORLD CAFE Singapore SGD5.90
2026-04-11,,UOB บัตรเครดิต,out,218.7,ร้านสะดวกซื้อ,essential,7-Eleven,7-ELEVEN-MANDAI LAKE R Singapore SGD8.40
2026-04-11,,UOB บัตรเครดิต,out,221.31,ที่พัก/ท่องเที่ยว,discretionary,Mandai Wildlife Group Singap,Mandai Wildlife Group Singapore SGD8.50
2026-04-11,,UOB บัตรเครดิต,out,312.44,ที่พัก/ท่องเที่ยว,discretionary,WEWA SG PTE. LTD. Singapore ,WEWA SG PTE. LTD. Singapore SGD12.00
2026-04-12,,UOB บัตรเครดิต,out,83.31,อาหาร/ร้านอาหาร,discretionary,KOPI & TARTS SINGAPORE SGD3.,KOPI & TARTS SINGAPORE SGD3.20
2026-04-12,,UOB บัตรเครดิต,out,96.33,อาหาร/ร้านอาหาร,discretionary,KOUFU @ MBS Singapore SGD3.7,KOUFU @ MBS Singapore SGD3.70
2026-04-12,,UOB บัตรเครดิต,out,153.62,อาหาร/ร้านอาหาร,discretionary,FINEST FUNAN SINGAPORE SGD5.,FINEST FUNAN SINGAPORE SGD5.90
2026-04-12,,UOB บัตรเครดิต,out,286.39,อาหาร/ร้านอาหาร,discretionary,RASAPURA MASTERS @ MBS Singa,RASAPURA MASTERS @ MBS Singapore SGD11.00
2026-04-12,,UOB บัตรเครดิต,out,2207.88,อาหาร/ร้านอาหาร,discretionary,SHILLA-C&P T4 DFS WALK SINGA,SHILLA-C&P T4 DFS WALK SINGAPORE SGD84.80
2026-04-13,,UOB บัตรเครดิต,out,154.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-13,,UOB บัตรเครดิต,out,271.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-13,,UOB บัตรเครดิต,out,439.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-13,,UOB บัตรเครดิต,out,908.0,อาหาร/ร้านอาหาร,discretionary,Yayoi,YAYOI(Y217)-I'M CHINAT BANGKOK
2026-04-13,,UOB บัตรเครดิต,out,972.08,ที่พัก/ท่องเที่ยว,discretionary,Booking.com,Booking.com Hotel Amsterdam
2026-04-13,17:30,KBank ออมทรัพย์,out,186.0,ช้อปออนไลน์,discretionary,Shopee,Payment to Shopee
2026-04-14,,UOB บัตรเครดิต,out,55.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-14,,UOB บัตรเครดิต,out,143.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-14,,UOB บัตรเครดิต,out,340.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-14,,UOB บัตรเครดิต,out,1375.0,อาหาร/ร้านอาหาร,discretionary,Hama Sushi,HAMASUSHI-CENTRAL PINK BANGKOK
2026-04-14,15:49,KBank ออมทรัพย์,out,30.0,โอนเงิน/บุคคล,transfer,ภาณุพงศ์ เชียง,โอน ภาณุพงศ์ เชียง
2026-04-15,,UOB บัตรเครดิต,out,20.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-15,,UOB บัตรเครดิต,out,56.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-15,,UOB บัตรเครดิต,out,100.0,โรงพยาบาล/สุขภาพ,essential,iServiceCCP,TMN ISERVICECCP BANGKOK
2026-04-15,,UOB บัตรเครดิต,out,111.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-15,,UOB บัตรเครดิต,out,175.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-15,,UOB บัตรเครดิต,out,1100.0,ค่าใช้จ่ายอื่น,transfer,"P.PHETTHANAWAN CO.,LTD BANGK","P.PHETTHANAWAN CO.,LTD BANGKOK"
2026-04-15,09:58,KBank ออมทรัพย์,in,2000.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-04-15,10:32,KBank ออมทรัพย์,out,1140.0,การศึกษา/เด็ก,essential,Genius Kids Cafe,SCB มณี SHOP GENIUS KIDS CAFE
2026-04-15,16:57,KBank ออมทรัพย์,out,60.0,อาหาร/ร้านอาหาร,discretionary,ร้านตั้งตัว,ร้านตั้งตัว
2026-04-15,17:01,KBank ออมทรัพย์,out,50.0,โอนเงิน/บุคคล,transfer,สุพิลาลัย,พร้อมเพย์ สุพิลาลัย
2026-04-15,17:01,KBank ออมทรัพย์,out,50.0,คาเฟ่/ขนม,discretionary,อุดหนุน น้ำปั่น,อุดหนุน น้ำปั่น
2026-04-15,17:07,KBank ออมทรัพย์,out,210.0,อาหาร/ร้านอาหาร,discretionary,นายอร่าน ทวีรีฒัพ,นายอร่าน ทวีรีฒัพ
2026-04-15,17:13,KBank ออมทรัพย์,out,35.0,อาหาร/ร้านอาหาร,discretionary,LINE Pay Merchant QR,LINE Pay Merchant QR
2026-04-15,17:35,KBank ออมทรัพย์,out,25.0,โอนเงิน/บุคคล,transfer,สุพิลาลัย,พร้อมเพย์ สุพิลาลัย
2026-04-15,17:42,KBank ออมทรัพย์,out,220.0,อาหาร/ร้านอาหาร,discretionary,SODA NAMCHA CO.LTD,SODA NAMCHA CO.LTD
2026-04-16,,UOB บัตรเครดิต,out,179.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-16,,UOB บัตรเครดิต,out,257.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-16,,UOB บัตรเครดิต,out,350.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-16,,UOB บัตรเครดิต,out,724.0,อาหาร/ร้านอาหาร,discretionary,MCD-00166PORTO CHINO ( SAMUT,MCD-00166PORTO CHINO ( SAMUTSAKHON
2026-04-16,10:02,KBank ออมทรัพย์,out,95.0,อาหาร/ร้านอาหาร,discretionary,วราภรณ์ ซาลาเปา-ทอร์โร่ ซีโน,วราภรณ์ ซาลาเปา-ทอร์โร่ ซีโน่
2026-04-16,12:32,KBank ออมทรัพย์,out,50.0,อาหาร/ร้านอาหาร,discretionary,บัังลีไก่ทอด ทาคใหญ่,บัังลีไก่ทอด ทาคใหญ่
2026-04-16,16:16,KBank ออมทรัพย์,out,40.0,โอนเงิน/บุคคล,transfer,มณีวรรณ ธัญ,โอน มณีวรรณ ธัญ
2026-04-16,16:19,KBank ออมทรัพย์,out,90.0,อาหาร/ร้านอาหาร,discretionary,ร้านค่าออมสิน มหานง,ร้านค่าออมสิน มหานง
2026-04-16,16:22,KBank ออมทรัพย์,out,40.0,อาหาร/ร้านอาหาร,discretionary,ร้านค่าออมสิน มหานง,ร้านค่าออมสิน มหานง
2026-04-17,,KBank ออมทรัพย์,out,20.0,ค่าใช้จ่ายอื่น,transfer,(รายการหน้า 2 อ่านจากยอดคงเห,(รายการหน้า 2 อ่านจากยอดคงเหลือ - ไม่ทราบร้าน)
2026-04-17,,KBank ออมทรัพย์,out,60.0,ค่าใช้จ่ายอื่น,transfer,(รายการหน้า 2 อ่านจากยอดคงเห,(รายการหน้า 2 อ่านจากยอดคงเหลือ - ไม่ทราบร้าน)
2026-04-17,,KBank ออมทรัพย์,out,100.0,ค่าใช้จ่ายอื่น,transfer,(รายการหน้า 2 อ่านจากยอดคงเห,(รายการหน้า 2 อ่านจากยอดคงเหลือ - ไม่ทราบร้าน)
2026-04-17,,KBank ออมทรัพย์,out,30.0,ค่าใช้จ่ายอื่น,transfer,(รายการหน้า 2 อ่านจากยอดคงเห,(รายการหน้า 2 อ่านจากยอดคงเหลือ - ไม่ทราบร้าน)
2026-04-17,,KBank ออมทรัพย์,out,20.0,ค่าใช้จ่ายอื่น,transfer,(รายการหน้า 2 อ่านจากยอดคงเห,(รายการหน้า 2 อ่านจากยอดคงเหลือ - ไม่ทราบร้าน)
2026-04-17,,UOB บัตรเครดิต,out,80.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,GRABTAXI BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,83.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,88.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,135.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,172.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,211.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,243.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,679.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-17,,UOB บัตรเครดิต,out,914.0,อาหาร/ร้านอาหาร,discretionary,Yayoi,YAYOI(Y217)-I'M CHINAT BANGKOK
2026-04-17,07:26,KBank ออมทรัพย์,out,69.0,อาหาร/ร้านอาหาร,discretionary,CJ 0035 ชะอ่า,CJ 0035 ชะอ่า
2026-04-17,07:29,KBank ออมทรัพย์,out,75.0,อาหาร/ร้านอาหาร,discretionary,CJ 0035 ชะอ่า,CJ 0035 ชะอ่า
2026-04-18,,UOB บัตรเครดิต,out,36.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-18,,UOB บัตรเครดิต,out,138.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-18,,UOB บัตรเครดิต,out,1364.0,อาหาร/ร้านอาหาร,discretionary,Din Tai Fung,DIN TAI FUNG(ONE BANGK BANGKOK
2026-04-18,13:35,KBank ออมทรัพย์,out,149.0,ธุรกิจ/บริการ,transfer,BTM(THAILAND)LTD.,BTM(THAILAND)LTD.
2026-04-18,15:23,KBank ออมทรัพย์,out,90.0,ช้อปออนไลน์,discretionary,Shopee,Payment to Shopee
2026-04-19,10:28,KBank ออมทรัพย์,in,3000.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-04-19,10:43,KBank ออมทรัพย์,out,75.0,อาหาร/ร้านอาหาร,discretionary,Wongnai Merchant QR,Wongnai Merchant QR
2026-04-19,10:45,KBank ออมทรัพย์,out,70.0,อาหาร/ร้านอาหาร,discretionary,ครัวเจ๊วน,ครัวเจ๊วน
2026-04-19,11:42,KBank ออมทรัพย์,out,85.0,อาหาร/ร้านอาหาร,discretionary,กึ๋ก๊ออแลนด,กึ๋ก๊ออแลนด
2026-04-20,,UOB บัตรเครดิต,out,37.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-20,,UOB บัตรเครดิต,out,38.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-20,,UOB บัตรเครดิต,out,145.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-04-20,,UOB บัตรเครดิต,out,179.0,ซับสคริปชั่น/ดิจิทัล,discretionary,Google/YouTube,Google YouTube Mountain View
2026-04-20,,UOB บัตรเครดิต,out,308.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-20,08:10,KBank ออมทรัพย์,out,350.0,โอนเงิน/บุคคล,transfer,ดีโจ จักร,พร้อมเพย์ ดีโจ จักร
2026-04-20,15:12,KBank ออมทรัพย์,out,40.0,โอนเงิน/บุคคล,transfer,มัลลวีร์ อนุธิ,พร้อมเพย์ มัลลวีร์ อนุธิ
2026-04-20,15:19,KBank ออมทรัพย์,out,370.0,โอนเงิน/บุคคล,transfer,ดีโจ จักร,พร้อมเพย์ ดีโจ จักร
2026-04-21,,UOB บัตรเครดิต,out,30.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-21,,UOB บัตรเครดิต,out,39.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-21,,UOB บัตรเครดิต,out,85.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-21,,UOB บัตรเครดิต,out,169.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
