date,time,account,direction,amount,category,group,merchant,desc
2026-04-21,,UOB บัตรเครดิต,out,170.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-21,,UOB บัตรเครดิต,out,255.2,ร้านสะดวกซื้อ,essential,Don Don Donki,DONKI THANIYA PLAZA BANGKOK
2026-04-21,,UOB บัตรเครดิต,out,920.0,ร้านสะดวกซื้อ,essential,Don Don Donki,DONKI THANIYA PLAZA BANGKOK
2026-04-21,,UOB บัตรเครดิต,out,2300.0,โรงพยาบาล/สุขภาพ,essential,รพ.กรุงเทพคริสเตียน,BANGKOK CHRISTIAN HOS. BANGKOK
2026-04-21,,UOB บัตรเครดิต,out,33.0,ร้านสะดวกซื้อ,essential,7-Eleven,7-11 Bangkok
2026-04-21,13:49,KBank ออมทรัพย์,out,81.0,ช้อปออนไลน์,discretionary,Shopee,Payment to Shopee
2026-04-22,,UOB บัตรเครดิต,out,26.5,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-22,,UOB บัตรเครดิต,out,97.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-22,,UOB บัตรเครดิต,out,105.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-22,,UOB บัตรเครดิต,out,138.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-22,,UOB บัตรเครดิต,out,1151.32,โรงพยาบาล/สุขภาพ,essential,iServiceCCP,TMN ISERVICECCP BANGKOK
2026-04-22,07:22,KBank ออมทรัพย์,out,24.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-22,08:34,KBank ออมทรัพย์,out,500.0,ถอนเงินสด,transfer,ถอนเงิน ATM,ATM ถอนเงินสด
2026-04-22,15:12,KBank ออมทรัพย์,out,700.0,โอนเงิน/บุคคล,transfer,ดีโจ จักร,พร้อมเพย์ ดีโจ จักร
2026-04-23,,UOB บัตรเครดิต,out,10.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,10.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,40.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,83.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,120.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,125.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,273.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,475.0,อาหาร/ร้านอาหาร,discretionary,AROI SANG QUEUE BANGKOK,AROI SANG QUEUE BANGKOK
2026-04-23,,UOB บัตรเครดิต,out,1320.0,ค่าใช้จ่ายอื่น,transfer,"P.PHETTHANAWAN CO.,LTD BANGK","P.PHETTHANAWAN CO.,LTD BANGKOK"
2026-04-23,07:27,KBank ออมทรัพย์,out,24.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-23,09:28,KBank ออมทรัพย์,out,350.0,โอนเงิน/บุคคล,transfer,ณัฐรัฐ ลักขณามา,โอน ณัฐรัฐ ลักขณามา
2026-04-23,12:08,KBank ออมทรัพย์,out,40.0,อาหาร/ร้านอาหาร,discretionary,ทุกอย่าง 20 by Apple,ทุกอย่าง 20 by Apple
2026-04-23,18:16,KBank ออมทรัพย์,out,270.0,อาหาร/ร้านอาหาร,discretionary,ชันมุน เอนเตอร์ไพรซ์,ชันมุน เอนเตอร์ไพรซ์
2026-04-23,18:25,KBank ออมทรัพย์,out,60.0,โอนเงิน/บุคคล,transfer,วนิดา ประทุม,โอน วนิดา ประทุม
2026-04-24,,UOB บัตรเครดิต,out,20.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-24,,UOB บัตรเครดิต,out,36.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-24,,UOB บัตรเครดิต,out,43.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-24,,UOB บัตรเครดิต,out,45.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-24,,UOB บัตรเครดิต,out,46.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-24,,UOB บัตรเครดิต,out,73.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-24,,UOB บัตรเครดิต,out,1051.5,ร้านสะดวกซื้อ,essential,Tops,TOPS-BANGRAK BANGKOK
2026-04-24,,UOB บัตรเครดิต,out,1265.0,อาหาร/ร้านอาหาร,discretionary,Sushiro,SUSHIRO GH (TH) C.BANG BANGKOK
2026-04-24,07:23,KBank ออมทรัพย์,out,12.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-04-24,15:13,KBank ออมทรัพย์,in,3000.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-04-25,15:09,KBank ออมทรัพย์,out,40.0,อาหาร/ร้านอาหาร,discretionary,เจ๊เพ็ญ อาหารตามสั่ง,SCB มณี SHOP เจ๊เพ็ญ อาหารตามสั่ง
2026-04-25,19:00,KBank ออมทรัพย์,out,60.0,คาเฟ่/ขนม,discretionary,อุดหนุน Dessert No Chef,อุดหนุน Dessert No Chef
2026-04-25,19:02,KBank ออมทรัพย์,out,35.0,อาหาร/ร้านอาหาร,discretionary,กรุงศรี ปุ่นกะใส เปา,กรุงศรี ปุ่นกะใส เปา
2026-04-26,,UOB บัตรเครดิต,out,227.25,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-26,,UOB บัตรเครดิต,out,244.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-26,,UOB บัตรเครดิต,out,327.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-26,,UOB บัตรเครดิต,out,418.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-26,09:55,KBank ออมทรัพย์,out,200.0,เติมเงิน/วอลเล็ต,transfer,TrueMoney,ทรู มันนี่ E-MON
2026-04-26,11:21,KBank ออมทรัพย์,out,90.0,ห้าง/ซูเปอร์มาร์เก็ต,essential,โลตัส ราชพฤกษ์,โลตัส ราชพฤกษ์
2026-04-26,11:24,KBank ออมทรัพย์,out,30.0,โอนเงิน/บุคคล,transfer,ณัฐชา บุญบูล,พร้อมเพย์ ณัฐชา บุญบูล
2026-04-26,11:26,KBank ออมทรัพย์,out,50.0,อาหาร/ร้านอาหาร,discretionary,ร้านค่าน้ำนึง ราชพฤกษ์,ร้านค่าน้ำนึง ราชพฤกษ์
2026-04-26,11:58,KBank ออมทรัพย์,out,50.0,ห้าง/ซูเปอร์มาร์เก็ต,essential,CP Axtra,CP AXTRA PUBLIC
2026-04-26,12:29,KBank ออมทรัพย์,out,386.0,อาหาร/ร้านอาหาร,discretionary,คิดเซนเล,คิดเซนเล
2026-04-26,12:35,KBank ออมทรัพย์,out,80.0,คาเฟ่/ขนม,discretionary,Dakasi,Dakasi
2026-04-26,12:48,KBank ออมทรัพย์,out,119.0,อาหาร/ร้านอาหาร,discretionary,Dee clothes shop,Dee clothes shop
2026-04-26,23:01,KBank ออมทรัพย์,out,100.0,เติมเงิน/วอลเล็ต,transfer,TrueMoney,ทรู มันนี่ E-MON
2026-04-27,10:45,KBank ออมทรัพย์,out,50.0,ธุรกิจ/บริการ,transfer,พีพี มูฟ เฮช ยู นิเวอร์แซล,พีพี มูฟ เฮช ยู นิเวอร์แซล
2026-04-27,15:06,KBank ออมทรัพย์,out,65.0,อาหาร/ร้านอาหาร,discretionary,ร้านขายดึงยาย,ร้านขายดึงยาย
2026-04-27,16:52,KBank ออมทรัพย์,out,88.0,อาหาร/ร้านอาหาร,discretionary,Thai Hachiban,THAIHACHIBAN
2026-04-27,16:54,KBank ออมทรัพย์,out,30.0,อาหาร/ร้านอาหาร,discretionary,YUMMY BY OCHI,YUMMY BY OCHI
2026-04-27,16:57,KBank ออมทรัพย์,out,75.0,อาหาร/ร้านอาหาร,discretionary,ทัศนี กวยจี้บนู,ทัศนี กวยจี้บนู
2026-04-27,17:27,KBank ออมทรัพย์,out,35.0,อาหาร/ร้านอาหาร,discretionary,ออกร้องสิง,SCB มณี SHOP ออกร้องสิง
2026-04-27,17:27,KBank ออมทรัพย์,out,85.0,อาหาร/ร้านอาหาร,discretionary,ภูริช มะพร้าว,SCB มณี SHOP ภูริช มะพร้าว
2026-04-28,,UOB บัตรเครดิต,out,37.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-28,,UOB บัตรเครดิต,out,38.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-28,,UOB บัตรเครดิต,out,79.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-04-28,,UOB บัตรเครดิต,out,1075.78,อาหาร/ร้านอาหาร,discretionary,Kin Donburi,KIN DONBURI CAFE-I'M P BANGKOK
2026-04-28,11:07,KBank ออมทรัพย์,out,140.0,น้ำมัน/ปั๊ม,essential,บางจาก กรีนเนท ติสราม,บางจาก กรีนเนท ติสราม
2026-04-28,17:48,KBank ออมทรัพย์,out,80.0,อาหาร/ร้านอาหาร,discretionary,ไอ ฟาร์ม,SCB มณี SHOP ไอ ฟาร์ม
2026-04-28,18:04,KBank ออมทรัพย์,out,50.0,อาหาร/ร้านอาหาร,discretionary,ร้านเวนดิ้งขายญูเดิม,ร้านเวนดิ้งขายญูเดิม
2026-04-28,18:05,KBank ออมทรัพย์,out,65.0,อาหาร/ร้านอาหาร,discretionary,ร้านขายดึงยาย,ร้านขายดึงยาย
2026-04-29,,UOB บัตรเครดิต,out,39.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-29,,UOB บัตรเครดิต,out,75.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-29,,UOB บัตรเครดิต,out,78.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-04-29,,UOB บัตรเครดิต,out,172.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-29,,UOB บัตรเครดิต,out,284.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-29,09:03,KBank ออมทรัพย์,out,115.0,โอนเงิน/บุคคล,transfer,MR. YEP WEI ZHI,พร้อมเพย์ MR. YEP WEI ZHI
2026-04-29,14:33,KBank ออมทรัพย์,out,300.0,เดินทาง/ขนส่ง,essential,BTS/รถไฟฟ้า,BTS Thai QR A920
2026-04-29,14:53,KBank ออมทรัพย์,out,55.0,โอนเงิน/บุคคล,transfer,MR. YEP WEI ZHI,พร้อมเพย์ MR. YEP WEI ZHI
2026-04-29,17:11,KBank ออมทรัพย์,out,50.0,อาหาร/ร้านอาหาร,discretionary,BIKUTA SUSHI TEPPANYAKI,BIKUTA SUSHI TEPPANYAKI
2026-04-29,17:16,KBank ออมทรัพย์,out,60.0,อาหาร/ร้านอาหาร,discretionary,MR. SOUKSAMAY KHAM,MR. SOUKSAMAY KHAM
2026-04-30,,UOB บัตรเครดิต,out,35.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-30,,UOB บัตรเครดิต,out,57.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-04-30,,UOB บัตรเครดิต,out,83.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-04-30,,UOB บัตรเครดิต,out,90.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-04-30,,UOB บัตรเครดิต,out,138.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-04-30,,UOB บัตรเครดิต,out,231.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-30,,UOB บัตรเครดิต,out,268.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-30,,UOB บัตรเครดิต,out,411.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-04-30,16:22,KBank ออมทรัพย์,out,45.0,โอนเงิน/บุคคล,transfer,MRS. SOMVANG CHANT,พร้อมเพย์ MRS. SOMVANG CHANT
2026-04-30,18:38,KBank ออมทรัพย์,out,141.0,ห้าง/ซูเปอร์มาร์เก็ต,essential,ฟาร์ม-ตลาดเสรี มาร์เก็ต,ฟาร์ม-ตลาดเสรี มาร์เก็ต
2026-05-01,,UOB บัตรเครดิต,out,20.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-01,,UOB บัตรเครดิต,out,85.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-01,,UOB บัตรเครดิต,out,149.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-05-02,,UOB บัตรเครดิต,out,107.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-02,,UOB บัตรเครดิต,out,148.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-02,,UOB บัตรเครดิต,out,199.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-02,,UOB บัตรเครดิต,out,270.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-02,,UOB บัตรเครดิต,out,336.0,ค่าใช้จ่ายอื่น,transfer,HCB00152-IMCN BANGKOK,HCB00152-IMCN BANGKOK
2026-05-03,,UOB บัตรเครดิต,out,33.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-03,,UOB บัตรเครดิต,out,37.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-03,,UOB บัตรเครดิต,out,86.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-03,,UOB บัตรเครดิต,out,93.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-05-03,,UOB บัตรเครดิต,out,208.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-03,,UOB บัตรเครดิต,out,1556.34,โรงพยาบาล/สุขภาพ,essential,Watsons,3042 WATSONS I'M CHAIN BANGKOK
2026-05-04,,UOB บัตรเครดิต,out,20.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,GRABTAXI BANGKOK
2026-05-04,,UOB บัตรเครดิต,out,22.0,เดินทาง/ขนส่ง,essential,BTS/รถไฟฟ้า,MRT-BEM Bangkok
2026-05-04,,UOB บัตรเครดิต,out,95.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-05-04,,UOB บัตรเครดิต,out,105.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-05,,UOB บัตรเครดิต,out,147.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-05,,UOB บัตรเครดิต,out,486.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-05-05,,UOB บัตรเครดิต,out,862.74,อาหาร/ร้านอาหาร,discretionary,Kin Donburi,KIN DONBURI CAFE-I'M P BANGKOK
2026-05-06,,UOB บัตรเครดิต,out,31.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-06,,UOB บัตรเครดิต,out,64.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-05-06,,UOB บัตรเครดิต,out,199.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,39.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,56.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,65.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,80.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,110.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,279.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,980.75,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,1180.0,เสื้อผ้า/แฟชั่น,discretionary,Uniqlo,UNIQLO-ICONSIAM BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,1421.0,อาหาร/ร้านอาหาร,discretionary,Sushiro,SUSHIRO GH (TH)-MBK CE BANGKOK
2026-05-07,,UOB บัตรเครดิต,out,1602.0,ที่พัก/ท่องเที่ยว,discretionary,Booking.com,Hotel at Booking.com Amsterdam
2026-05-08,,UOB บัตรเครดิต,out,30.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-08,,UOB บัตรเครดิต,out,42.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-08,,UOB บัตรเครดิต,out,65.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-08,,UOB บัตรเครดิต,out,185.0,ห้าง/ช้อปปิ้ง,discretionary,228 SCT-IM PARK SAM YA BANGK,228 SCT-IM PARK SAM YA BANGKOK
2026-05-09,,UOB บัตรเครดิต,out,125.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-05-09,,UOB บัตรเครดิต,out,132.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-09,,UOB บัตรเครดิต,out,205.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-10,,UOB บัตรเครดิต,out,70.0,ร้านสะดวกซื้อ,essential,TMN GROCERY STORE BANGKOK,TMN GROCERY STORE BANGKOK
2026-05-10,,UOB บัตรเครดิต,out,71.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-10,,UOB บัตรเครดิต,out,80.0,ร้านสะดวกซื้อ,essential,TMN GROCERY STORE BANGKOK,TMN GROCERY STORE BANGKOK
2026-05-10,,UOB บัตรเครดิต,out,83.0,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-05-10,,UOB บัตรเครดิต,out,1891.08,ค่าใช้จ่ายอื่น,transfer,KAIKAN REALESTATE SARABURI,KAIKAN REALESTATE SARABURI
2026-05-10,09:20,KBank ออมทรัพย์,in,3000.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-05-10,17:15,KBank ออมทรัพย์,out,40.0,อาหาร/ร้านอาหาร,discretionary,หลิมผลไม้สด,SCB มณี SHOP หลิมผลไม้สด
2026-05-10,17:16,KBank ออมทรัพย์,out,35.0,โอนเงิน/บุคคล,transfer,SCB ชนิดา,พร้อมเพย์ SCB ชนิดา
2026-05-10,17:17,KBank ออมทรัพย์,out,30.0,อาหาร/ร้านอาหาร,discretionary,อาหารตามสั่ง,มณี SHOP อาหารตามสั่ง
2026-05-10,17:19,KBank ออมทรัพย์,out,50.0,โอนเงิน/บุคคล,transfer,ทิพวรรณ กาเมเก,โอน ทิพวรรณ กาเมเก
2026-05-10,17:35,KBank ออมทรัพย์,out,60.0,โอนเงิน/บุคคล,transfer,กาญดา สายประติ,โอน กาญดา สายประติ
2026-05-10,18:28,KBank ออมทรัพย์,out,50.0,โอนเงิน/บุคคล,transfer,กฤติยา ติณณาวง,พร้อมเพย์ กฤติยา ติณณาวง
2026-05-10,18:46,KBank ออมทรัพย์,out,35.0,โอนเงิน/บุคคล,transfer,จันทรา ยงงสก,พร้อมเพย์ จันทรา ยงงสก
2026-05-10,18:49,KBank ออมทรัพย์,out,10.0,อาหาร/ร้านอาหาร,discretionary,ไก่ย่างห้าดาว สระบุรี,ไก่ย่างห้าดาว สระบุรี
2026-05-11,,UOB บัตรเครดิต,out,110.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-11,,UOB บัตรเครดิต,out,151.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-11,,UOB บัตรเครดิต,out,182.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-11,,UOB บัตรเครดิต,out,218.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-11,12:51,KBank ออมทรัพย์,out,190.0,อาหาร/ร้านอาหาร,discretionary,ก๋วยเตี๋ยวเรือท่าน้ำสระบุรี,ก๋วยเตี๋ยวเรือท่าน้ำสระบุรี
2026-05-11,17:20,KBank ออมทรัพย์,out,24.0,คาเฟ่/ขนม,discretionary,ร้านน้ำอิ่มเอม,ร้านน้ำอิ่มเอม
2026-05-11,17:26,KBank ออมทรัพย์,out,100.0,อาหาร/ร้านอาหาร,discretionary,LINE Pay Merchant QR,LINE Pay Merchant QR
2026-05-11,17:28,KBank ออมทรัพย์,out,100.0,โอนเงิน/บุคคล,transfer,สุธิรา กระทม,พร้อมเพย์ สุธิรา กระทม
2026-05-11,17:31,KBank ออมทรัพย์,out,2000.0,โอนเงิน/บุคคล,transfer,ปรารถนา,พร้อมเพย์ ปรารถนา
2026-05-11,17:42,KBank ออมทรัพย์,out,35.0,อาหาร/ร้านอาหาร,discretionary,ถุงเงิน ลูกชิ้นยืนกิน,ถุงเงิน ลูกชิ้นยืนกิน
2026-05-11,17:51,KBank ออมทรัพย์,out,70.0,โอนเงิน/บุคคล,transfer,พัชรินทร์ นุช,โอน พัชรินทร์ นุช
2026-05-12,,UOB บัตรเครดิต,out,853.86,ร้านสะดวกซื้อ,essential,Big C,SHABUSHI BIG C SARABUR SARABURI
2026-05-12,,UOB บัตรเครดิต,out,128.5,ร้านสะดวกซื้อ,essential,Lotus,LOTUS Bangkok
2026-05-12,11:26,KBank ออมทรัพย์,out,227.24,ห้าง/ซูเปอร์มาร์เก็ต,essential,ไทย พู้ดส์ เฟรช มาร์เก็ต,ไทย พู้ดส์ เฟรช มาร์เก็ต
2026-05-12,15:47,KBank ออมทรัพย์,out,80.0,ห้าง/ซูเปอร์มาร์เก็ต,essential,FUN PAVILION,FUN PAVILION
2026-05-12,17:32,KBank ออมทรัพย์,out,25.0,โอนเงิน/บุคคล,transfer,สิริกร อัน,โอน สิริกร อัน
2026-05-13,,UOB บัตรเครดิต,out,29.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-13,,UOB บัตรเครดิต,out,124.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-13,,UOB บัตรเครดิต,out,127.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-13,,UOB บัตรเครดิต,out,203.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-13,,UOB บัตรเครดิต,out,325.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-13,,UOB บัตรเครดิต,out,1500.0,น้ำมัน/ปั๊ม,essential,Shell,SHELL 1250F CO TERMTEM SARABURI
2026-05-13,08:49,KBank ออมทรัพย์,out,50.0,อาหาร/ร้านอาหาร,discretionary,LINE Pay Merchant QR,LINE Pay Merchant QR
2026-05-13,10:18,KBank ออมทรัพย์,out,107.0,ธุรกิจ/บริการ,transfer,โกล้กัน เรียลเอสเตท,โกล้กัน เรียลเอสเตท
2026-05-13,15:07,KBank ออมทรัพย์,out,186.0,อาหาร/ร้านอาหาร,discretionary,ร้านกันต์เองสิช,ร้านกันต์เองสิช
2026-05-13,15:08,KBank ออมทรัพย์,out,55.0,อาหาร/ร้านอาหาร,discretionary,ร้านกันต์เองสิช,ร้านกันต์เองสิช
2026-05-13,20:14,KBank ออมทรัพย์,out,65.0,เดินทาง/ขนส่ง,essential,BTS/รถไฟฟ้า,BTS TIM TVM
2026-05-14,,UOB บัตรเครดิต,out,21.5,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-05-14,,UOB บัตรเครดิต,out,59.5,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-14,,UOB บัตรเครดิต,out,123.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-14,,UOB บัตรเครดิต,out,178.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-14,,UOB บัตรเครดิต,out,187.75,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-14,,UOB บัตรเครดิต,out,932.68,ที่พัก/ท่องเที่ยว,discretionary,Agoda,AGODA.COM GLAI GAN P Internet
2026-05-15,,UOB บัตรเครดิต,out,29.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-15,,UOB บัตรเครดิต,out,48.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-15,,UOB บัตรเครดิต,out,57.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
